matrix=data/matrices/bcsstk36.mtx n=23052 seed=6
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 4.3298605142e+08 4.3298563420e+08 4.3298563420e+08 4.3298952259e+08 4.3023828463e+08 1.5480429696e+01 1.5480466914e+01 1.5480466914e+01 1.5480423215e+01 1.5479073831e+01 2.9580121329e+11 2.9580119245e+11 2.9573513216e+11 1.0967507432e+11 1.0967502029e+11 1.0964094157e+11 0 0
1 2.2001881200e+08 2.2001724603e+08 2.2001724603e+08 2.2002113068e+08 2.1910973441e+08 1.3456737860e+01 1.3456740689e+01 1.3456740689e+01 1.3456739987e+01 1.3456883145e+01 7.0619062278e+10 7.0618972160e+10 7.0600359936e+10 2.5536832490e+10 2.5536823296e+10 2.5528369152e+10 0 0
2 1.4980599466e+08 1.4980503952e+08 1.4980503952e+08 1.4980698193e+08 1.4926655227e+08 1.2685632888e+01 1.2685617163e+01 1.2685617163e+01 1.2685635925e+01 1.2685565900e+01 2.2717573775e+10 2.2717595648e+10 2.2709436416e+10 8.1883581251e+09 8.1883627520e+09 8.1853890560e+09 0 0
3 8.7136089551e+07 8.7135290767e+07 8.7135290767e+07 8.7135971594e+07 8.6894310664e+07 1.2294066273e+01 1.2294051596e+01 1.2294051596e+01 1.2294067438e+01 1.2294140543e+01 1.0496144463e+10 1.0496147456e+10 1.0492215296e+10 3.4907886016e+09 3.4907893760e+09 3.4895093760e+09 0 0
4 7.3041073486e+07 7.3040379175e+07 7.3040393875e+07 7.3041805125e+07 7.2817544761e+07 1.1570017965e+01 1.1570012484e+01 1.1570012462e+01 1.1570018110e+01 1.1570177329e+01 5.1253058404e+09 5.1253084160e+09 5.1234652160e+09 1.7241815365e+09 1.7241815040e+09 1.7235425280e+09 0 0
5 4.2541899251e+07 4.2541496911e+07 4.2541492179e+07 4.2541698830e+07 4.2448310211e+07 1.1070889009e+01 1.1070889821e+01 1.1070890324e+01 1.1070888886e+01 1.1070951905e+01 1.9901922336e+09 1.9901900800e+09 1.9895265280e+09 8.3937316311e+08 8.3937228800e+08 8.3906713600e+08 0 0
6 3.8312572247e+07 3.8312101913e+07 3.8312105416e+07 3.8312504787e+07 3.8238444872e+07 1.1159260232e+01 1.1159261447e+01 1.1159261969e+01 1.1159260410e+01 1.1159240143e+01 1.3544282788e+09 1.3544273920e+09 1.3539297280e+09 4.8092683964e+08 4.8092646400e+08 4.8071424000e+08 0 0
7 3.3075863457e+07 3.3075374238e+07 3.3075373224e+07 3.3075883505e+07 3.3015577232e+07 1.1217444873e+01 1.1217445698e+01 1.1217445695e+01 1.1217446328e+01 1.1217432821e+01 8.7444116875e+08 8.7444019200e+08 8.7397683200e+08 3.3819793228e+08 3.3819750400e+08 3.3799577600e+08 0 0
8 2.4361433417e+07 2.4361074237e+07 2.4361074237e+07 2.4361415824e+07 2.4324717358e+07 1.0808187283e+01 1.0808189325e+01 1.0808188772e+01 1.0808190718e+01 1.0808287168e+01 3.8342343391e+08 3.8342272000e+08 3.8317542400e+08 1.8583724495e+08 1.8583699200e+08 1.8570924800e+08 0 0
9 2.1463134927e+07 2.1462950888e+07 2.1462943072e+07 2.1463215095e+07 2.1432376264e+07 1.0330551679e+01 1.0330554464e+01 1.0330554069e+01 1.0330557015e+01 1.0330695842e+01 3.0455341165e+08 3.0455321600e+08 3.0432460800e+08 1.3503940374e+08 1.3503929600e+08 1.3493401600e+08 0 0
10 1.6726407160e+07 1.6726167336e+07 1.6726152290e+07 1.6726387003e+07 1.6701653839e+07 9.8167068494e+00 9.8167134889e+00 9.8167138096e+00 9.8167135849e+00 9.8168917760e+00 1.9210948679e+08 1.9210931200e+08 1.9195481600e+08 9.2689971996e+07 9.2689888000e+07 9.2613280000e+07 0 0
11 1.5135112390e+07 1.5135015419e+07 1.5135001563e+07 1.5135056434e+07 1.5118233350e+07 9.2392983793e+00 9.2393088889e+00 9.2393092080e+00 9.2393059544e+00 9.2395533778e+00 1.4424181929e+08 1.4424166400e+08 1.4411910400e+08 6.7034666501e+07 6.7034608000e+07 6.6976032000e+07 0 0
12 1.3240065994e+07 1.3239883941e+07 1.3239870003e+07 1.3240056276e+07 1.3221796639e+07 8.8053991922e+00 8.8054097819e+00 8.8054099318e+00 8.8054073556e+00 8.8056599494e+00 1.3059224995e+08 1.3059216000e+08 1.3047395200e+08 5.5688019454e+07 5.5687984000e+07 5.5636320000e+07 0 0
