matrix=data/matrices/bcsstk36.mtx n=23052 seed=5
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 3.6812289238e+08 3.6811985975e+08 3.6811985975e+08 3.6812037311e+08 3.6632389377e+08 1.4090874354e+01 1.4090825758e+01 1.4090825758e+01 1.4090890055e+01 1.4088679962e+01 2.6261759430e+11 2.6261743206e+11 2.6257915904e+11 1.0207410304e+11 1.0207415501e+11 1.0204322202e+11 0 0
1 2.3304598414e+08 2.3304488257e+08 2.3304488257e+08 2.3304822755e+08 2.3224952408e+08 9.7913618545e+00 9.7913475790e+00 9.7913475790e+00 9.7913611168e+00 9.7913156515e+00 8.7895172583e+10 8.7895310336e+10 8.7853105152e+10 2.6775534996e+10 2.6775584768e+10 2.6762969088e+10 0 0
2 1.2599501830e+08 1.2599376535e+08 1.2599376535e+08 1.2599503515e+08 1.2553824085e+08 8.6842970238e+00 8.6843026727e+00 8.6843026727e+00 8.6842964709e+00 8.6845196578e+00 3.2355500844e+10 3.2355581952e+10 3.2346275840e+10 1.0400760099e+10 1.0400792576e+10 1.0396631040e+10 0 0
3 9.6604840752e+07 9.6603548594e+07 9.6603559709e+07 9.6605665965e+07 9.6292167683e+07 1.1438624911e+01 1.1438599870e+01 1.1438599907e+01 1.1438630544e+01 1.1438082375e+01 1.1258245412e+10 1.1258298368e+10 1.1252039680e+10 3.8837879417e+09 3.8838026240e+09 3.8816522240e+09 0 0
4 5.8621610526e+07 5.8620685867e+07 5.8620685867e+07 5.8621869576e+07 5.8465752469e+07 1.4128356523e+01 1.4128294946e+01 1.4128295121e+01 1.4128363013e+01 1.4127358698e+01 4.3043827902e+09 4.3043962880e+09 4.3022090240e+09 1.6786347258e+09 1.6786380800e+09 1.6776960000e+09 0 0
5 4.2942816705e+07 4.2942348355e+07 4.2942348355e+07 4.2942835936e+07 4.2858339368e+07 1.4901391292e+01 1.4901348828e+01 1.4901349917e+01 1.4901394402e+01 1.4900704469e+01 2.2898962289e+09 2.2898954240e+09 2.2884843520e+09 8.4871290199e+08 8.4871270400e+08 8.4810188800e+08 0 0
6 3.7423324175e+07 3.7422757846e+07 3.7422763226e+07 3.7423294028e+07 3.7314796497e+07 1.5128926330e+01 1.5128908334e+01 1.5128909806e+01 1.5128929483e+01 1.5128602502e+01 1.8499903259e+09 1.8499901440e+09 1.8484551680e+09 6.0011588825e+08 6.0011571200e+08 5.9957350400e+08 0 0
7 2.8178022713e+07 2.8177687676e+07 2.8177707919e+07 2.8178041346e+07 2.8114256551e+07 1.5155886638e+01 1.5155872427e+01 1.5155874231e+01 1.5155896422e+01 1.5155587784e+01 5.7510372223e+08 5.7510348800e+08 5.7455257600e+08 2.8982677213e+08 2.8982681600e+08 2.8953216000e+08 0 0
8 2.5342824762e+07 2.5342343590e+07 2.5342360802e+07 2.5342695783e+07 2.5294179336e+07 1.4023251135e+01 1.4023247814e+01 1.4023250040e+01 1.4023265641e+01 1.4023519879e+01 3.8362341848e+08 3.8362393600e+08 3.8320435200e+08 1.8484697198e+08 1.8484716800e+08 1.8464243200e+08 0 0
9 1.9704568476e+07 1.9704139113e+07 1.9704156993e+07 1.9704660197e+07 1.9664950175e+07 1.2806791216e+01 1.2806802323e+01 1.2806805413e+01 1.2806809499e+01 1.2807435692e+01 3.0823583698e+08 3.0823603200e+08 3.0789248000e+08 1.3704864195e+08 1.3704876800e+08 1.3689420800e+08 0 0
10 1.7067597704e+07 1.7067146820e+07 1.7067163532e+07 1.7067567544e+07 1.7031796475e+07 1.1983011268e+01 1.1983020898e+01 1.1983024807e+01 1.1983035416e+01 1.1983684164e+01 2.1841919164e+08 2.1841952000e+08 2.1816902400e+08 9.8121718342e+07 9.8121856000e+07 9.8007456000e+07 0 0
11 1.4970222458e+07 1.4969908920e+07 1.4969916204e+07 1.4970207031e+07 1.4950613215e+07 1.1292217084e+01 1.1292223265e+01 1.1292227869e+01 1.1292247978e+01 1.1292899805e+01 1.7201802764e+08 1.7201830400e+08 1.7181555200e+08 7.3467646873e+07 7.3467744000e+07 7.3378752000e+07 0 0
12 1.1675791685e+07 1.1675487960e+07 1.1675497300e+07 1.1675804446e+07 1.1656982845e+07 1.0602327130e+01 1.0602330588e+01 1.0602336729e+01 1.0602362770e+01 1.0603095275e+01 1.1586130380e+08 1.1586140800e+08 1.1571683200e+08 5.3584402393e+07 5.3584448000e+07 5.3516320000e+07 0 0
13 1.0730903343e+07 1.0730613604e+07 1.0730620640e+07 1.0730907146e+07 1.0715236207e+07 1.0023479317e+01 1.0023483001e+01 1.0023491132e+01 1.0023517063e+01 1.0024287162e+01 9.3719519889e+07 9.3719584000e+07 9.3599872000e+07 4.1092585328e+07 4.1092608000e+07 4.1039136000e+07 0 0
14 1.0044357053e+07 1.0044099420e+07 1.0044110695e+07 1.0044340784e+07 1.0029791823e+07 9.3874448989e+00 9.3874487498e+00 9.3874588947e+00 9.3874856368e+00 9.3882593689e+00 8.4661391969e+07 8.4661408000e+07 8.4549088000e+07 3.5102029760e+07 3.5102032000e+07 3.5054944000e+07 0 0
15 8.9905381245e+06 8.9902665362e+06 8.9902754004e+06 8.9905623166e+06 8.9759202326e+06 8.7175721741e+00 8.7175702822e+00 8.7175817825e+00 8.7176194254e+00 8.7183818550e+00 5.9833878728e+07 5.9833888000e+07 5.9753152000e+07 2.6918286525e+07 2.6918288000e+07 2.6881360000e+07 0 0
